Fullstate,State,Type,Bill Number,Year,Elected,MoreDefined,Description,Last Action,curbing,RichardLastAction,Richard Description,Date Signed,Unsure,Very interesting,Notes,election,judicial,governor,lower,upper,less,more,outside,how_much_less,how_much_more,distance_closest_branch
Arizona,AZ,Salary & Budget,SB 1161,2017,Elected,Retention,ORIGINAL: Creates Statewide Court Security Fund. AMENDED: Removes all references to Statewide Court Security Fund.,Signed into law by Governor 5/10/17.,0,Enacted,,2017-05-10T00:00:00Z,,,,AZ2017,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Rule Making Authority,SB 1185,2011,Elected,Retention,"Provides supreme court and superior courts shall (currently may) provide for the electronic filing of documents and electronic access to court records. Adds bulk data to required material courts shall provide. Provides the custodian of bulk data may require a dissemination contract and disclaimer before an individual, private company or public organization receives electronic access to court records or bulk data.",Approved by Senate Banking and Insurance Committee 2/15/11.,0,Introduced,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
Arizona,AZ,Qualification & Terms,SB 1186,2008,Elected,Retention,(Bill) Requires Supreme Court create performance evaluation system for Superior Court commissioners. Evaluations to include public hearings on commissioners and reports to be made public.,Approved by full House. To Governor for approval,0,Passed Legislature,,,,,,AZ2008,-0.154386743,,0.1235,0.298,1,,1,0.277886743,0,0.277886743
Arizona,AZ,Other,SB 1192,2011,Elected,Retention,Requires supreme court select a nationally recognized independent research organization to review and assess the methodology used in creating the child outcome based support model for child support and the effect that model would have on child support for families in this state if that model were adopted.  ,Approved by full House 4/19/11. To Governor for approval.,0,Passed Legislature,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
Arizona,AZ,Structure Changes,SB 1205,2015,Elected,Retention,Provides that presiding judge of superior court must notify all justices of the peace of creation of drug court program.,In Senate Judiciary Committee.,0,Introduced,,,,,,AZ2015,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Selection,SB 1211,2009,Elected,Retention,Deletes statutory references to commissions on appellate and trial court appointments.,Died when legislature adjourned 7/1/09.,0,Introduced,,,,,,AZ2009,0.040943492,,0.1235,0.298,0,,0,0,0,0
Arizona,AZ,Other,SB 1216,2013,Elected,Retention,Removes language no longer used by the clerk of the court relating to books of record.,Approved by full House 3/20/13.,0,Passed one chamber,,,,,,AZ2013,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Salary & Budget,SB 1257,2008,Elected,Retention,"Prohibits Superior Court judges from receiving salary unless they certify that no cause, action or case for over 60 days after submitted for decision (currently, restriction is cause over 60 days only).",In Senate Judiciary committee,1,Introduced,,,,,,AZ2008,-0.154386743,,0.1235,0.298,1,,1,0.277886743,0,0.277886743
Arizona,AZ,Selection,SB 1266,2015,Elected,Retention,Authorizes Citizens Clean Elections Commission to expend funds to engage in voter education regarding judicial retention elections.,Approved by Senate Government Committee 2/18/2015.,0,Introduced,,,,,,AZ2015,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Other,SB 1266,2014,Elected,Retention,"Allows an elected or appointed judicial officer, under certain conditions, to carry a deadly weapon in the court facility where the judicial officer works.",Senate concurs with House amendment 4/21/14. To Governor for approval.,0,Passed Legislature,,,,,,AZ2014,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Salary & Budget,SB 1273,2013,Elected,Retention,Creates alcohol and drug abuse pilot project fund to pay for expanded drug courts in state.,Approved by Senate Health and Human Services Committee 2/13/13.,0,Introduced,,,,,,AZ2013,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Other,SB 1288,2011,Elected,Retention,"Provides ""Government shall not deny, suspend or revoke a professional or occupational license, certificate or registration based on a persons exercise of religion...A persons exercise of religion is not unprofessional conduct."" Specifies """"Government"" includes all courts and administrative bodies or entities under the jurisdiction of the Arizona supreme court.""",Approved by full House 4/4/11. To Governor for approval.,0,Passed Legislature,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
Arizona,AZ,Jurisdiction,SB 1310,2012,Elected,Retention,"Increases small claims jurisdiction from $2,500 to $10,000.",Vetoed by Governor 4/4/12.,1,Veto,,,,,,AZ2012,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Jurisdiction,SB 1311,2012,Elected,Retention,"CONFERENCE COMMITTEE: Gives justice of the peace court concurrent civil jurisdiction in cases up to $15,000 (currently $10,000). Removes House amendment to allow supreme court to automatically adjust limit based on inflation.",Senate rejects conference committee report 4/30/12.,0,Introduced,,,,,,AZ2012,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Rule Making Authority,SB 1332,2009,Elected,Retention,"Requires supreme court license attorneys for the practice of law in this state and establish rules on minimum qualifications, testing, background checks, and discipline. Provides that an attorney shall not be required to be a member of any organization to become or remain a licensed attorney.",Died when legislature adjourned 7/1/09.,0,Introduced,,,,,,AZ2009,0.040943492,,0.1235,0.298,0,,0,0,0,0
Arizona,AZ,Selection,SB 1363,2012,Elected,Retention,"Provides that where county offices, including judicial offices, are vacated, the person appointed to fill the remainder of the term must be of the same political party as the former office holder.",Approved by House Judiciary Committee 3/8/12.,0,Introduced,,,,,,AZ2012,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Other,SB 1365,2012,Elected,Retention,"CONFERENCE COMMITTEE: Prevents the government from denying a person an appointment to public office or a position on a board, commission or committee based on the persons exercise of religion. Defines government as all courts and administrative bodies or entities under the jurisdiction of the Arizona Supreme Court.",Conference committee report approved by House and Senate 5/1/12. To Governor for approval.,0,Passed Legislature,,,,,,AZ2012,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Selection,SB 1369,2014,Elected,Retention,Specifies it is the presiding judge of the *superior court* in *Maricopa County* that may appoint a court commissioner to serve in the tax court.,In Senate (no committee).,0,Introduced,,,,,,AZ2014,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Selection,SB 1371,2012,Elected,Retention,Ends merit selection and non-partisan judicial elections in state. Requires all judges be elected on partisan ballots.,Rejected by Senate Judiciary Committee 2/13/12.,1,Introduced,,,,,,AZ2012,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Structure Changes,SB 1372,2012,Elected,Retention,"Restructures states Court of Appeals. Reduces judges from 22 (16 in Division 1, 6 in Division 2) to 6 (3 in each division). Permits Court of Appeals retain only 1.0% fees collected (currently 8.36%) and directs remainder go to state general fund.",Rejected by Senate Judiciary Committee 2/13/12.,1,Introduced,,,,,,AZ2012,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Selection,SB 1378,2009,Elected,Retention,Requires proceedings of the commission on appellate court appointments and the commission on trial court appointments be  electronically broadcast over the internet in real time and stored in an electronic archive.,Died when legislature adjourned 7/1/09.,0,Introduced,,,,,,AZ2009,0.040943492,,0.1235,0.298,0,,0,0,0,0
Arizona,AZ,Jurisdiction,SB 1396,2010,Elected,Retention,Prohibits any judicial determination citing or based on foreign law or decisions of international or U.N. courts.,Died in committee.,1,Introduced,,,,,,AZ2010,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
Arizona,AZ,Rule Making Authority,SB 1414,2013,Elected,Retention,Provides Supreme Court to license attorneys. Provides no attorney is required to join the bar association or other organization to practice law.,In Senate Judiciary Committee.,0,Introduced,,,,,,AZ2013,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Other,SB 1414,2016,Elected,Retention,Enacts Uniform Legal Materials Act. Includes state supreme court decisions and minute entries in superior court.,Approved by House Committee of the Whole 3/23/16.,0,Introduced,,,,,,AZ2016,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Rule Making Authority,SB 1415,2013,Elected,Retention,Provides Supreme Court to license attorneys. Provides anyone may take bar exam and that no one may be denied admission to the bar solely because the person in not a law school graduate.,In Senate Judiciary Committee.,0,Introduced,,,,,,AZ2013,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Other,SB 1433,2011,Elected,Retention,"Declares no authority has ever been given to the Judicial Branch of the federal government to preempt state legislation. Creates nullification commission and permits it to nullify any and all federal laws and regulations. Provides that if this act is challenged, ""the proper jurisdiction for these issues lies with the supreme court of the United States alone, as stated in Article III, section 2, of the United States constitution.""",Rejected by full Senate 3/2/11.,0,Introduced,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
Arizona,AZ,Selection,SB 1434,2009,Elected,Retention,"Requires that commission on Judicial Performance Review produce publicity pamphlet regarding judges up for retention election.  Requires information for appellate and trial court judges include a summary of decisions in which the judge declared a statute unconstitutional and a brief statement of the reason why. Requires information on trial judges to include how often the judge was overturned, in criminal cases how often the judge granted lenient sentences. Allows anyone to include statements for or against the judge in pamphlet. Prohibits any disciplinary action against any attorney who places a statement in the pamphlet.",Died when legislature adjourned 7/1/09.,1,Introduced,,,,1,,AZ2009,0.040943492,,0.1235,0.298,0,,0,0,0,0
Arizona,AZ,Salary & Budget,SB 1470,2014,Elected,Retention,Increases salaries for Superior Court clerks.,In Senate Government and Environment Committee.,0,Introduced,,,,,,AZ2014,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Selection,SB 1472,2011,Elected,Retention,"ORIGINAL: For retention elections, adds a listing to voter pamphlet distributed prior to election of a judges published decisions which declared a statute unconstitutional and the provision of the Constitution relied upon. Allows for statements for and against the candidate be published (similar to pro/con statements used initiatives/referendums). Provides attorneys are explicitly exempted from any discipline related to a statement placed into the pamphlet. AMENDED: Strikes language that permits a person to file an argument advocating or opposing judicial retention in a publicity pamphlet and permits the justice or judge to file a response to the arguments.",Approved as amended by full House 4/13/11. Senate concurs with House amendment 4/14/11. To Governor for approval.,1,Passed Legislature,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
Arizona,AZ,Rule Making Authority,SB 1473,2014,Elected,Retention,"Provides supreme court shall license attorneys for the practice of law and adopt rules to carry out licensing. Provides supreme court to grant attorney license to person who graduates from Arizona law school (""under the jurisdiction of the Arizona Board of Regents."")",In Senate Judiciary Committee.,0,Introduced,,,,,,AZ2014,0.236273726,,0.732,0.608,0,,0,0,0,0
Arizona,AZ,Structure Changes,SB 1481,2011,Elected,Retention,"Expands Supreme Court from 5 to 7 members. Renames ""judges"" of court to ""justices"".",In Senate Judiciary Committee.,1,Introduced,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
Arizona,AZ,Selection,SB 1482,2011,Elected,Retention,"Requires the Commission on Judicial Performance Review to prepare and publish on its website a list of decisions that an appellate judge made, including the official citations and electronic copies of the decision, no later than 60 days prior to the primary election for the judges retention.",Approved by full House 4/12/11. To Governor for approval.,0,Passed Legislature,,,,,,AZ2011,0.236273726,0.748,0.6985,0.562,1,0,1,0.325726274,0,0.325726274
